framework,item_type,parent,skill,learning_outcome,lo_bloom_level,assessment_method,assessment_bloom,skill_outcome_score,outcome_assessment_score,composite_score,program,university
JRC,technology,Knowledge domain,Identity and trust management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.333,0.9,0.56,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Identity and trust management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.333,0.45,0.38,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Identity and trust management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.333,0.95,0.58,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Identification of the impact of hardware and software changes on the management of Information Security,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.25,0.9,0.51,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Identification of the impact of hardware and software changes on the management of Information Security,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.25,0.45,0.33,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Identification of the impact of hardware and software changes on the management of Information Security,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.25,0.95,0.53,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Vulnerability analysis and response,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.333,0.9,0.56,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Vulnerability analysis and response,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.333,0.45,0.38,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Vulnerability analysis and response,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.333,0.95,0.58,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,"Network security (principles, methods, protocols, algorithms and technologies)","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.143,0.9,0.446,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,"Network security (principles, methods, protocols, algorithms and technologies)","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.143,0.45,0.266,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,"Network security (principles, methods, protocols, algorithms and technologies)","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.143,0.95,0.466,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Privacy impact assessment and risk management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.4,0.9,0.6,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Privacy impact assessment and risk management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.4,0.45,0.42,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Privacy impact assessment and risk management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.4,0.95,0.62,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Refinement and verification of security management policy models,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.167,0.9,0.46,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Refinement and verification of security management policy models,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.167,0.45,0.28,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Refinement and verification of security management policy models,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.167,0.95,0.48,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,"Risk management, including modeling, assessment, analysis and mitigation","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.286,0.9,0.531,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,"Risk management, including modeling, assessment, analysis and mitigation","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.286,0.45,0.351,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,"Risk management, including modeling, assessment, analysis and mitigation","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.286,0.95,0.551,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Secure software architectures and design,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.25,0.9,0.51,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Secure software architectures and design,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.25,0.45,0.33,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Secure software architectures and design,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.25,0.95,0.53,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,"Security requirements engineering with emphasis on identity, privacy, accountability, and trust","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.125,0.9,0.435,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,"Security requirements engineering with emphasis on identity, privacy, accountability, and trust","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.125,0.45,0.255,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,"Security requirements engineering with emphasis on identity, privacy, accountability, and trust","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.125,0.95,0.455,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Security and risk analysis of components compositions,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.2,0.9,0.48,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Security and risk analysis of components compositions,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.2,0.45,0.3,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Security and risk analysis of components compositions,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.2,0.95,0.5,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Vulnerability discovery and penetration testing,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.25,0.9,0.51,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Vulnerability discovery and penetration testing,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.25,0.45,0.33,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Vulnerability discovery and penetration testing,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.25,0.95,0.53,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Trust in decision making algorithms,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.25,0.9,0.51,Master in Cybersecurity,University of Aveiro
